player_name	team	position	foot	goals	agg_position
Christian Robert Santos Kwasniewski	Deportivo Alavés	Center Forward	Left Foot	0.0	Striker
Óscar David Romero Villamayor	Deportivo Alavés	Right Midfield	Left Foot	0.0	Right Wing
Manuel Alejandro García Sánchez	Deportivo Alavés	Left Center Midfield	Left Foot	0.0	Center Midfield
Carlos Martín Vigaray	Deportivo Alavés	Right Back	Right Foot	0.0	Right Back
Rodrigo Ely	Deportivo Alavés	Center Back	Right Foot	0.0	Center Back
Alexander Szymanowski	Leganés	Left Wing	Left Foot	0.0	Left Wing
Diego Rico Salguero	Leganés	Left Back	Left Foot	0.0	Left Back
Ezequiel Muñoz	Leganés	Right Center Back	Right Foot	0.0	Center Back
Álvaro Odriozola Arzallus	Real Sociedad	Right Back	Right Foot	0.0	Right Back
Adnan Januzaj	Real Sociedad	Right Wing	Left Foot	0.1666666666666666	Right Wing
Sergio Mora Sánchez	Getafe	Left Wing	Right Foot	0.0	Left Wing
Álvaro José Jiménez Guerrero	Getafe	Center Attacking Midfield	Right Foot	0.0	Attacking Midfield
Ermedin Demirović	Deportivo Alavés	Left Back	Head	0.0	Left Back
Alfonso Pedraza Sag	Deportivo Alavés	Left Back	Left Foot	0.0	Left Back
Guillermo Alfonso Maripán Loaysa	Deportivo Alavés	Left Center Back	Right Foot	0.0	Center Back
Fernando Pacheco Flores	Deportivo Alavés	Goalkeeper	Left Foot	0.0	Goalkeeper
Víctor Laguardia Cisneros	Deportivo Alavés	Right Center Back	Right Foot	0.0	Center Back
Rubén Sobrino Pozuelo	Deportivo Alavés	Center Forward	Right Foot	0.0	Striker
Osvaldo Nicolás Fabián Gaitán	Atlético Madrid	Right Center Forward	Left Foot	0.0	Striker
Yassine Bounou	Girona	Goalkeeper	Left Foot	0.0	Goalkeeper
Anthony Rubén Lozano Colón	Girona	Center Forward	Right Foot	0.0	Striker
Alejandro Granell Nogué	Girona	Left Center Midfield	Left Foot	0.0	Center Midfield
Sulley Ali Muntari	Deportivo La Coruna	Center Defensive Midfield	Left Foot	0.0	Defensive Midfield
Fabian Lukas Schär	Switzerland	Right Center Back	Right Foot	0.1111111111111111	Center Back
Borja Valle Balonga	Deportivo La Coruna	Left Center Forward	Right Foot	0.0	Striker
Guilherme dos Santos Torres	Deportivo La Coruna	Center Defensive Midfield	Right Foot	0.0	Defensive Midfield
Emre Çolak	Deportivo La Coruna	Center Attacking Midfield	Left Foot	0.25	Attacking Midfield
Lucas Hernández Pi	France	Left Back	Left Foot	0.0	Left Back
Ángel Martín Correa	Atlético Madrid	Right Back	Right Foot	0.1	Right Back
Šime Vrsaljko	Croatia	Right Back	Right Foot	0.0	Right Back
Oghenekaro Etebo	Nigeria	Left Center Midfield	Right Foot	0.0	Center Midfield
Matías Aguirregaray Guruceaga	Las Palmas	Right Back	Right Foot	0.0	Right Back
Jairo Samperio Bustara	Racing Santander	Left Wing	Right Foot	0.0	Left Wing
Marlos Moreno Durán	Girona	Center Defensive Midfield	Right Foot	0.0	Defensive Midfield
Johan Andrés Mojica Palacio	Colombia	Left Back	Left Foot	0.0	Left Back
Olarenwaju Ayoba Kayode	Girona	Center Forward	Head	0.0	Striker
Bernardo José Espinosa Zúñiga	Girona	Center Back	Right Foot	0.0	Center Back
Juan Pedro Ramírez López	Girona	Left Back	Right Foot	0.0	Left Back
Pere Pons Riera	Girona	Left Center Midfield	Right Foot	0.1428571428571428	Center Midfield
Pablo Maffeo Becerra	Girona	Center Defensive Midfield	Right Foot	0.0	Defensive Midfield
Francesc Aday Benítez Caraballo	Girona	Left Midfield	Right Foot	0.0	Left Wing
Aleix García Serrano	Girona	Right Center Midfield	Right Foot	0.0	Center Midfield
Jonás Ramalho Chimeno	Athletic Club	Right Back	Right Foot	0.0	Right Back
Cristian Portugués Manzanera	Girona	Right Center Forward	Right Foot	0.125	Striker
Douglas Luiz Soares de Paulo	Girona	Right Center Midfield	Right Foot	0.0	Center Midfield
Michael Olunga Ogada	Girona	Center Forward	Head	0.0	Striker
Emanuel Cecchini	Málaga	Right Defensive Midfield	Right Foot	0.0	Defensive Midfield
Andrés Tomás Prieto Albert	Málaga	Goalkeeper	Right Foot	0.0	Goalkeeper
Paul Baysse	Málaga	Left Center Back	Right Foot	0.0	Center Back
Esteban Rolón	Málaga	Right Defensive Midfield	Right Foot	0.0	Defensive Midfield
Diego Alejandro Rolan Silva	Deportivo Alavés	Center Forward	Right Foot	0.0	Striker
Wissam Ben Yedder	Sevilla	Center Forward	Left Foot	0.0	Striker
Johannes Geis	Sevilla	Right Center Back	Right Foot	0.0	Center Back
David Soria Solís	Getafe	Goalkeeper	Right Foot	0.0	Goalkeeper
Sébastien Corchia	Sevilla	Right Back	Right Foot	0.0	Right Back
Rúben Afonso Borges Semedo	Huesca	Center Defensive Midfield	Right Foot	0.0	Defensive Midfield
Roberto Soriano	Villarreal	Left Midfield	Right Foot	0.0	Left Wing
Daniel Raba Antolín	Villarreal	Left Defensive Midfield	Left Foot	0.0	Defensive Midfield
Leandro Daniel Cabrera Sasía	Getafe	Left Center Back	Left Foot	0.0	Center Back
Jorge Molina Vidal	Getafe	Center Forward	Right Foot	0.1818181818181818	Striker
Mathieu Flamini	Getafe	Left Center Forward	Left Foot	0.0	Striker
Mauro Wilney Arambarri Rosa	Getafe	Left Defensive Midfield	Right Foot	0.0	Defensive Midfield
Djené Dakonam Ortega	Getafe	Right Center Back	Right Foot	0.0	Center Back
Amath Ndiaye	Getafe	Left Wing	Right Foot	0.0	Left Wing
Gaku Shibasaki	Japan	Left Defensive Midfield	Right Foot	0.1428571428571428	Defensive Midfield
Vitorino Gabriel Pacheco Antunes	Getafe	Left Back	Left Foot	0.0	Left Back
Guido Hernán Pizarro	Sevilla	Left Defensive Midfield	Right Foot	0.5	Defensive Midfield
Miguel Arturo Layún Prado	Mexico	Right Wing	Right Foot	0.0	Right Wing
Franco Damián Vázquez	Sevilla	Center Attacking Midfield	Left Foot	0.1666666666666666	Attacking Midfield
Gabriel Iván Mercado	Sevilla	Right Back	Right Foot	0.2857142857142857	Right Back
Clément Lenglet	Barcelona	Left Center Back	Left Foot	0.05	Center Back
Carlos Joaquín Correa	Sevilla	Center Forward	Right Foot	0.0	Striker
Simon Thorup Kjær	Denmark	Right Center Back	Right Foot	0.0714285714285714	Center Back
Luis Fernando Muriel Fruto	Sevilla	Center Attacking Midfield	Right Foot	0.6	Attacking Midfield
Facundo Sebastián Roncaglia	Celta Vigo	Left Back	Right Foot	0.0	Left Back
Pione Sisto Ifolo Emirmija	Celta Vigo	Left Wing	Right Foot	0.0	Left Wing
Stanislav Lobotka	Celta Vigo	Left Center Midfield	Right Foot	0.0	Center Midfield
Brais Méndez Portela	Celta Vigo	Right Midfield	Left Foot	0.0	Right Wing
Rubén Blanco Veiga	Celta Vigo	Goalkeeper	Right Foot	0.0	Goalkeeper
Maximiliano Gómez González	Celta Vigo	Right Center Forward	Right Foot	0.5	Striker
Carlos Alberto Sánchez Moreno	Colombia	Right Center Midfield	Right Foot	0.0	Center Midfield
Darko Brašanac	Osasuna	Center Attacking Midfield	Right Foot	0.0	Attacking Midfield
Unai Bustinza Martínez	Leganés	Right Center Back	Right Foot	0.0	Center Back
Dimitrios Siovas	Leganés	Left Center Back	Left Foot	0.0	Center Back
Raúl García Carnero	Leganés	Left Center Back	Left Foot	0.0	Center Back
Gabriel Appelt Pires	Leganés	Left Center Midfield	Left Foot	0.25	Center Midfield
Marc Navarro Ceciliano	Espanyol	Right Back	Right Foot	0.0	Right Back
David López Silva	Espanyol	Right Center Back	Right Foot	0.2222222222222222	Center Back
Mario Hermoso Canseco	Atlético Madrid	Left Center Back	Left Foot	0.0	Center Back
Aarón Martín Caricol	Espanyol	Left Back	Left Foot	0.0	Left Back
Iñigo Córdoba Kerejeta	Athletic Club	Left Wing	Left Foot	0.0	Left Wing
Simone Zaza	Valencia	Right Center Forward	Left Foot	0.0	Striker
Andreas Hoelgebaum Pereira	Valencia	Left Center Forward	Right Foot	0.0	Striker
Norberto Murara Neto	Barcelona	Goalkeeper	Right Foot	0.0	Goalkeeper
Gonçalo Manuel Ganchinho Guedes	Valencia	Right Center Forward	Right Foot	0.0	Striker
Geoffrey Kondogbia	Valencia	Left Center Midfield	Left Foot	0.0	Center Midfield
Carlos Soler Barragán	Valencia	Right Center Midfield	Right Foot	0.1428571428571428	Center Midfield
Enrique García Martínez	Eibar	Left Center Forward	Right Foot	0.0	Striker
José Vicente Gómez Umpiérrez	Las Palmas	Left Center Midfield	Left Foot	0.0	Center Midfield
Hernán Darío Toledo	Las Palmas	Left Midfield	Right Foot	0.0	Left Wing
Leandro Chichizola	Las Palmas	Goalkeeper	Right Foot	0.0	Goalkeeper
Borja Herrera González	Las Palmas	Left Back	Left Foot	0.0	Left Back
Alberto Aquilani	Las Palmas	Left Center Midfield	Right Foot	0.0	Center Midfield
Oussama Tannane	Las Palmas	Right Midfield	Left Foot	0.0	Right Wing
Jonathan Calleri	Las Palmas	Center Forward	Right Foot	0.25	Striker
Ryad Boudebouz	Real Betis	Right Center Back	Left Foot	0.0	Center Back
Cristian Tello Herrera	Barcelona	Left Wing	Right Foot	0.1636363636363636	Left Wing
Riza Durmisi	Real Betis	Left Wing Back	Left Foot	0.0	Left Back
Íñigo Lekue Martínez	Athletic Club	Right Wing	Right Foot	0.0	Right Wing
Kepa Arrizabalaga Revuelta	Athletic Club	Goalkeeper	Right Foot	0.0	Goalkeeper
Unai Núñez Gestoso	Athletic Club	Right Center Back	Right Foot	0.0	Center Back
Enric Saborit Teixidor	Athletic Club	Left Back	Left Foot	0.0	Left Back
José Manuel Arnáiz Díaz	Barcelona	Left Midfield	Right Foot	0.5	Left Wing
Alexander Mesa Travieso	Levante	Center Forward	Right Foot	0.0	Striker
Roberto Suárez Pier	Levante	Left Center Back	Right Foot	0.0	Center Back
Erick Cathriel Cabaco Almada	Levante	Right Center Back	Right Foot	0.0	Center Back
Cheick Doukouré	Levante	Left Center Midfield	Right Foot	0.0	Center Midfield
Saša Lukić	Levante	Center Defensive Midfield	Right Foot	0.0	Defensive Midfield
Sergio Postigo Redondo	Levante	Right Center Back	Right Foot	0.0	Center Back
Antonio Manuel Luna Rodríguez	Sevilla	Left Back	Left Foot	0.0	Left Back
Shaquell Moore	Levante	Right Back	Right Foot	0.0	Right Back
Emmanuel Okyere Boateng	Levante	Center Forward	Right Foot	0.0	Striker
José Ignacio Fernández Iglesias	Real Madrid	Right Back	Right Foot	0.125	Right Back
Mateo Kovačić	Croatia	Left Center Midfield	Right Foot	0.0	Center Midfield
Christian Rivera Hernández	Eibar	Right Center Midfield	Right Foot	0.0	Center Midfield
Rubén Peña Jiménez	Eibar	Right Back	Right Foot	0.0	Right Back
Marko Dmitrović	Eibar	Goalkeeper	Left Foot	0.0	Goalkeeper
Alejandro Gálvez Jimena	Rayo Vallecano	Right Center Back	Right Foot	0.0	Center Back
Paulo André Rodrigues de Oliveira	Eibar	Right Center Back	Right Foot	0.0	Center Back
Yerry Fernando Mina González	Barcelona	Right Center Back	Right Foot	0.4285714285714285	Center Back
Enes Ünal	Real Valladolid	Right Center Forward	Right Foot	0.1428571428571428	Striker
Nicola Sansone	Villarreal	Left Center Forward	Right Foot	0.6666666666666666	Striker
Ousmane Dembélé	Barcelona	Right Wing	Right Foot	0.2077922077922078	Right Wing
José Paulo Bezzera Maciel Júnior	Barcelona	Right Center Midfield	Right Foot	0.2631578947368421	Center Midfield
Philippe Coutinho Correia	Barcelona	Left Wing	Right Foot	0.1875	Left Wing
Jasper Cillessen	Barcelona	Goalkeeper	Right Foot	0.0	Goalkeeper
Rodrigo Hernández Cascante	Spain	Right Center Midfield	Right Foot	0.0	Center Midfield
Lucas Digne	Barcelona	Left Back	Left Foot	0.0	Left Back
Fabián Ruiz Peña	Real Betis	Right Center Midfield	Left Foot	0.0	Center Midfield
Francisco Javier Guerrero Martín	Real Betis	Right Midfield	Right Foot	0.0	Right Wing
Sergio León Limones	Real Betis	Right Center Forward	Right Foot	0.1428571428571428	Striker
Aïssa Mandi	Real Betis	Right Center Back	Right Foot	0.0	Center Back
Alin Dorinel Toșca	Real Betis	Left Back	Left Foot	0.0	Left Back
Juan José Narváez Solarte	Real Betis	Right Center Midfield	Right Foot	0.0	Center Midfield
Matías Nahuel Leiva Esquivel	Real Betis	Right Center Forward	Not Specified	0.0	Striker
Samuel Yves Umtiti	Barcelona	Left Center Back	Left Foot	0.0329670329670329	Center Back
Nélson Cabral Semedo	Barcelona	Right Back	Right Foot	0.0259740259740259	Right Back
Pape Cheikh Diop Gueye	Celta Vigo	Left Center Midfield	Right Foot	0.0	Center Midfield
Dejan Dražić	Celta Vigo	Left Midfield	Right Foot	0.0	Left Wing
Marcelo Alfonso Díaz Rojas	Celta Vigo	Center Defensive Midfield	Right Foot	0.0	Defensive Midfield
Claudio Beauvue	Leganés	Center Attacking Midfield	Right Foot	0.0	Attacking Midfield
Josep Señé Escudero	Celta Vigo	Left Center Midfield	Right Foot	0.0	Center Midfield
Roger Martí Salvador	Levante	Left Center Forward	Right Foot	0.0	Striker
Francisco José Perdomo Borges	Las Palmas	Right Back	Right Foot	0.0	Right Back
Mauricio Lemos Merladet	Las Palmas	Right Center Back	Right Foot	0.0	Center Back
David García Santana	Las Palmas	Left Wing	Right Foot	0.0	Left Wing
Javier Garrido Behovide	Las Palmas	Left Back	Left Foot	0.0	Left Back
Willian José da Silva	Real Sociedad	Center Forward	Right Foot	0.4444444444444444	Striker
Pedro Taunausú Domínguez Placeres	Las Palmas	Left Midfield	Right Foot	0.0	Left Wing
Carles Planas Antolínez	Celta Vigo	Left Back	Left Foot	0.0	Left Back
John Guidetti	Celta Vigo	Center Forward	Right Foot	0.4285714285714285	Striker
Daniel Wass	Celta Vigo	Right Wing Back	Right Foot	0.0	Right Back
Danilo Luiz da Silva	Real Madrid	Right Back	Right Foot	0.0	Right Back
Juan Muñoz Muñoz	Sevilla	Right Center Forward	Right Foot	0.0	Striker
Yevhen Konoplyanka	Sevilla	Left Wing	Right Foot	0.0	Left Wing
Steven N''Kemboanza Mike Christopher Nzonzi	France	Left Center Midfield	Right Foot	0.0	Center Midfield
Timothée Kolodziejczak	Sevilla	Left Center Back	Left Foot	0.0	Center Back
Adil Rami	Valencia	Right Center Back	Right Foot	0.0	Center Back
Sebastián Carlos Cristóforo Pepe	Sevilla	Left Defensive Midfield	Right Foot	0.0	Defensive Midfield
Mauricio Andrés Cuero Castillo	Levante	Right Center Midfield	Right Foot	0.0	Center Midfield
Jefferson Andrés Lerma Solís	Colombia	Left Center Midfield	Right Foot	0.0	Center Midfield
Zouhair Feddal	Levante	Left Center Back	Left Foot	0.0	Center Back
Deyverson Brum Silva Acosta	Deportivo Alavés	Center Forward	Left Foot	0.2	Striker
Jackson Arley Martínez Valencia	Atlético Madrid	Right Center Forward	Left Foot	0.0	Striker
Óliver Torres Muñoz	Sevilla	Left Center Midfield	Right Foot	0.0	Center Midfield
Didier Digard	Real Betis	Left Center Back	Right Foot	0.0	Center Back
Juan Manuel Vargas Risco	Real Betis	Left Back	Left Foot	0.0	Left Back
Francisco José Molinero Calderón	Atlético Madrid	Right Back	Right Foot	0.0	Right Back
Takashi Inui	Eibar	Left Wing	Right Foot	0.3333333333333333	Left Wing
Izet Hajrović	Eibar	Left Wing	Left Foot	0.0	Left Wing
Josip Radošević	Eibar	Right Defensive Midfield	Right Foot	0.0	Defensive Midfield
David Juncà Reñé	Eibar	Left Back	Left Foot	0.0	Left Back
Sergio Enrich Ametller	Eibar	Center Forward	Right Foot	0.125	Striker
Gonzalo Escalante	Eibar	Right Defensive Midfield	Right Foot	0.0	Defensive Midfield
Borja González Tomás	Deportivo Alavés	Center Attacking Midfield	Right Foot	0.0	Attacking Midfield
Diego Mainz García	Granada	Left Center Back	Right Foot	0.2	Center Back
Cristiano Biraghi	Granada	Left Wing Back	Left Foot	0.0	Left Back
Uche Henry Agbo	Granada	Left Center Midfield	Right Foot	0.0	Center Midfield
Iago Herrerín Buisán	Athletic Club	Goalkeeper	Right Foot	0.0	Goalkeeper
Iñaki Williams Arthuer	Athletic Club	Center Forward	Right Foot	0.1	Striker
Jorge Franco Alviz	Deportivo Alavés	Left Midfield	Right Foot	0.0	Left Wing
Joan Jordán Moreno	Eibar	Center Attacking Midfield	Right Foot	0.0	Attacking Midfield
Antonio Rukavina	Real Valladolid	Right Back	Right Foot	0.0	Right Back
Cédric Bakambu	Villarreal	Center Forward	Right Foot	0.6666666666666666	Striker
Joseba Zaldúa Bengoetxea	Real Sociedad	Right Back	Right Foot	0.0	Right Back
David Zurutuza Veillet	Real Sociedad	Left Center Midfield	Right Foot	0.1	Center Midfield
Diego Antonio Reyes Rosales	Espanyol	Left Center Back	Right Foot	0.0	Center Back
Matheus Dória Macedo	Granada	Left Center Back	Left Foot	0.0	Center Back
Ricardo Miguel Moreira da Costa	Valencia	Left Center Back	Right Foot	0.0	Center Back
Abdoulaye Doucouré	Granada	Right Defensive Midfield	Right Foot	0.0	Defensive Midfield
Andrés Eduardo Fernández Moreno	Osasuna	Goalkeeper	Right Foot	0.0	Goalkeeper
Adalberto Peñaranda Maestre	Granada	Center Attacking Midfield	Right Foot	0.0	Attacking Midfield
Hugo Miguel Almeida Costa Lopes	Granada	Left Back	Right Foot	0.0	Left Back
Rubén Salvador Pérez Del Mármol	Leganés	Center Defensive Midfield	Right Foot	0.0833333333333333	Defensive Midfield
Alejandro Barrera García	Sporting Gijón	Left Wing	Right Foot	0.0	Left Wing
Jonathan Rodríguez Menéndez	Deportivo Alavés	Left Midfield	Left Foot	0.1666666666666666	Left Wing
Jorge Meré Pérez	Sporting Gijón	Left Center Back	Right Foot	0.0	Center Back
Ignacio Cases Mora	Sporting Gijón	Left Center Midfield	Left Foot	0.0	Center Midfield
Armindo Tué Na Bangna	Real Sociedad	Left Center Forward	Right Foot	0.0	Striker
Héctor Hernández Ortega	Real Sociedad	Left Midfield	Left Foot	0.0	Left Wing
Mikel Oyarzabal Ugarte	Real Sociedad	Left Wing	Left Foot	0.2352941176470588	Left Wing
Aritz Elustondo Irribaria	Real Sociedad	Right Back	Right Foot	0.2	Right Back
Imanol Agirretxe Arruti	Real Sociedad	Center Forward	Right Foot	0.4	Striker
Miguel Filipe Nunes Cardoso	Deportivo La Coruna	Right Center Midfield	Right Foot	0.0	Center Midfield
Alejandro Arribas Garrido	Osasuna	Right Center Back	Right Foot	0.0	Center Back
Jonathan Javier Rodríguez Portillo	Deportivo La Coruna	Right Center Forward	Right Foot	0.0	Striker
Germán Darío Lux	Deportivo La Coruna	Goalkeeper	Right Foot	0.0	Goalkeeper
Carlos Carbonell Gil	Valencia	Left Wing	Right Foot	0.0	Left Wing
Zakaria Bakkali	Valencia	Left Wing	Right Foot	0.0	Left Wing
Enzo Nicolás Pérez	Valencia	Left Center Midfield	Right Foot	0.0	Center Midfield
Aderllan Leandro de Jesus Santos	Valencia	Right Center Back	Right Foot	0.0	Center Back
Aymen Abdennour	Valencia	Left Center Back	Left Foot	0.0	Center Back
Rúben Miguel Nunes Vezo	Levante	Right Center Back	Right Foot	0.0	Center Back
Jaume Doménech Sánchez	Valencia	Goalkeeper	Right Foot	0.0	Goalkeeper
Danilo Barbosa da Silva	Valencia	Center Defensive Midfield	Right Foot	0.0	Defensive Midfield
Sabin Merino Zuloaga	Athletic Club	Center Forward	Right Foot	0.0	Striker
Gorka Elustondo Urkola	Real Sociedad	Left Defensive Midfield	Right Foot	0.0	Defensive Midfield
Javier Eraso Goñi	Leganés	Center Attacking Midfield	Right Foot	0.0	Attacking Midfield
Juan Carlos Pérez López	Málaga	Left Wing	Left Foot	0.0	Left Wing
Fernando Damián Tissone	Mallorca	Center Attacking Midfield	Right Foot	0.0	Attacking Midfield
Gerard Gumbau Garriga	Barcelona	Left Defensive Midfield	Left Foot	0.0	Defensive Midfield
Juan Carlos Valerón Santana	Deportivo La Coruna	Center Attacking Midfield	Right Foot	0.0	Attacking Midfield
Nabil El Zhar	Leganés	Right Wing	Right Foot	0.1666666666666666	Right Wing
Juan Emmanuel Culio	Las Palmas	Center Defensive Midfield	Left Foot	0.0	Defensive Midfield
Roque Mesa Quevedo	Las Palmas	Right Center Midfield	Right Foot	0.0	Center Midfield
Antolín Alcáraz Viveros	Las Palmas	Right Center Back	Right Foot	0.0	Center Back
Pedro Bigas Rigo	Las Palmas	Left Center Back	Left Foot	0.1666666666666666	Center Back
Jonathan Viera Ramos	Las Palmas	Center Attacking Midfield	Right Foot	0.125	Attacking Midfield
Javier Varas Herrera	Las Palmas	Goalkeeper	Right Foot	0.0	Goalkeeper
Dani Castellano Betancor	Las Palmas	Left Back	Left Foot	0.0	Left Back
Hernán Daniel Santana Trujillo	Las Palmas	Center Defensive Midfield	Right Foot	0.0	Defensive Midfield
Mubarak Wakaso	Deportivo Alavés	Right Center Midfield	Left Foot	0.0	Center Midfield
Sergio Ezequiel Araújo	Las Palmas	Left Midfield	Right Foot	0.0	Left Wing
David Simón Rodríguez Santana	Las Palmas	Right Wing Back	Right Foot	0.0	Right Back
Roberto Antonio Correa Silva	Espanyol	Right Back	Left Foot	0.0	Right Back
Gerard Moreno Balaguero	Espanyol	Center Forward	Left Foot	0.25	Striker
Marco Asensio Willemsen	Real Madrid	Left Wing	Left Foot	0.0714285714285714	Left Wing
Javier López Rodríguez	Espanyol	Right Back	Right Foot	0.0	Right Back
Pau López Sabata	Espanyol	Goalkeeper	Left Foot	0.0	Goalkeeper
